Lemma;Wordlist;Rank;SFI;U;D;F;Rank;Coverage;Cumulative
away;1 - NGSL;234;66.27052862611000000000;423.69453528945500000000;0.9325;124,839;237;0.0005;0.66543256957457400000
example;1 - NGSL;235;66.23562048541430000000;420.30257287657400000000;0.9369;123,356;242;0.0005;0.66769309737434300000
happen;1 - NGSL;236;66.23398926003240000000;420.14473539274600000000;0.9161;125,830;235;0.0005;0.66451806071844400000
offer;1 - NGSL;237;66.20772767579450000000;417.61180579603400000000;0.8920;127,944;231;0.0005;0.66267281208392300000
young;1 - NGSL;238;66.19630189286640000000;416.51456167834600000000;0.9759;117,962;249;0.0004;0.67077419861840600000
close;1 - NGSL;239;66.19086055528100000000;415.99303142035600000000;0.9894;116,409;252;0.0004;0.67205743923471200000
program;1 - NGSL;240;66.17042966252750000000;414.04063526327800000000;0.9484;120,264;246;0.0004;0.66947450413765000000
lead;1 - NGSL;241;66.13288421787280000000;410.47661645505600000000;0.9625;117,677;250;0.0004;0.67120428333782600000
buy;1 - NGSL;242;66.07389473357760000000;404.93887629298000000000;0.8914;124,046;239;0.0005;0.66633936316907500000
understand;1 - NGSL;243;66.05127116541620000000;402.83492550616900000000;0.9934;112,330;257;0.0004;0.67415021948439100000
thank;1 - NGSL;244;66.00935368439910000000;398.96552402757200000000;0.8056;133,473;218;0.0005;0.65644183010333100000
far;1 - NGSL;245;65.99835408523800000000;397.95632214383000000000;0.9896;111,347;259;0.0004;0.67496471866775400000
today;1 - NGSL;246;65.93819877119270000000;392.48212036177600000000;0.8673;123,451;241;0.0005;0.66724225710267700000
hour;1 - NGSL;247;65.92689070690690000000;391.46151333506000000000;0.9695;111,511;258;0.0004;0.67455776876885000000
student;1 - NGSL;248;65.92369558540900000000;391.17361948316100000000;0.8956;119,342;247;0.0004;0.66991067408237200000
face;1 - NGSL;249;65.91012920181860000000;389.95358755229800000000;0.9126;117,026;251;0.0004;0.67163198878897500000
hope;1 - NGSL;250;65.88611630142520000000;387.80341587713100000000;0.9207;115,538;254;0.0004;0.67290367661418400000
idea;1 - NGSL;251;65.87169273677640000000;386.51759952161600000000;0.9844;108,646;267;0.0004;0.67817705611009700000
cost;1 - NGSL;252;65.86122333232640000000;385.58695553616600000000;0.9193;115,082;255;0.0004;0.67332427715362900000
less;1 - NGSL;253;65.85715418744410000000;385.22584701741400000000;0.9775;108,951;266;0.0004;0.67777997779890500000
room;1 - NGSL;254;65.85225847952870000000;384.79183491061200000000;0.9077;116,004;253;0.0004;0.67248140949051100000
until;1 - NGSL;255;65.83459495940590000000;383.22999715419600000000;0.9864;107,527;270;0.0004;0.67935995081295900000
reason;1 - NGSL;256;65.83373876805960000000;383.15445259179900000000;0.9781;108,306;268;0.0004;0.67857289179269900000
form;1 - NGSL;257;65.78527835707960000000;378.90281840008500000000;0.8723;118,310;248;0.0004;0.67034307228384400000
spend;1 - NGSL;258;65.77588745440000000000;378.08438865742000000000;0.9344;111,208;260;0.0004;0.67537116055085200000
head;1 - NGSL;259;65.77152227390760000000;377.70455941341400000000;0.9099;113,659;256;0.0004;0.67373967692694600000
car;1 - NGSL;260;65.76504555107770000000;377.14170065014600000000;0.9322;111,161;261;0.0004;0.67577743065882100000
learn;1 - NGSL;261;65.74092119943080000000;375.05254770782800000000;0.9593;107,823;269;0.0004;0.67896696221174500000
level;1 - NGSL;262;65.71270994075100000000;372.62414631973900000000;0.9340;109,682;263;0.0004;0.67658385275634800000
person;1 - NGSL;263;65.65641443055790000000;367.82516889203300000000;0.9605;105,653;273;0.0004;0.68052420243217900000
experience;1 - NGSL;264;65.62713578675320000000;365.35375787570100000000;0.9578;105,178;274;0.0004;0.68090860593175200000
once;1 - NGSL;265;65.62353515066480000000;365.05097697399100000000;0.9714;103,808;281;0.0004;0.68358189840126800000
member;1 - NGSL;266;65.61191073537050000000;364.07518053289000000000;0.9357;107,019;271;0.0004;0.67975108278086800000
enough;1 - NGSL;267;65.60041440757960000000;363.11270164751100000000;0.9675;103,617;282;0.0004;0.68396059677369600000
bad;1 - NGSL;268;65.59447420487240000000;362.61638205616800000000;0.9597;104,222;280;0.0004;0.68320250196395600000
city;1 - NGSL;269;65.59118712069910000000;362.34202913375100000000;0.9087;109,176;264;0.0004;0.67698286810622400000
night;1 - NGSL;270;65.58006128063380000000;361.41496230876200000000;0.9491;104,889;275;0.0004;0.68129195319702300000
able;1 - NGSL;271;65.57441723389450000000;360.94557618506600000000;0.9787;101,975;289;0.0004;0.68658961146271300000
support;1 - NGSL;272;65.54911590648010000000;358.84887632317700000000;0.9433;104,730;276;0.0004;0.68167471935068800000
whether;1 - NGSL;273;65.54791351588930000000;358.74953893657100000000;0.9692;102,251;288;0.0004;0.68621691425541800000
line;1 - NGSL;274;65.54264880446810000000;358.31491023528000000000;0.9773;101,360;291;0.0004;0.68733142052834200000
present;1 - NGSL;275;65.54054704493740000000;358.14154639812900000000;0.8967;109,149;265;0.0004;0.67738178477677200000
side;1 - NGSL;276;65.51203702296230000000;355.79816367353900000000;0.9798;100,423;294;0.0004;0.68843825905190700000
quite;1 - NGSL;277;65.49576935232310000000;354.46791868244400000000;0.9328;104,440;279;0.0004;0.68282159244359600000
although;1 - NGSL;278;65.45579053673850000000;351.21985047850900000000;0.9316;103,555;283;0.0004;0.68433906854914500000
sure;1 - NGSL;279;65.44831034085450000000;350.61543753365500000000;0.9185;104,725;277;0.0004;0.68205746723040400000
term;1 - NGSL;280;65.43842381755110000000;349.81818467568800000000;0.9373;102,681;286;0.0004;0.68546876412918900000
least;1 - NGSL;281;65.43738721529910000000;349.73469776529800000000;0.9966;97,250;304;0.0004;0.69205036838565100000
age;1 - NGSL;282;65.42957675380730000000;349.10629130489700000000;0.9321;102,881;285;0.0004;0.68509348664017400000
low;1 - NGSL;283;65.42785449594650000000;348.96787558058700000000;0.9665;99,673;297;0.0004;0.68953377869093300000
speak;1 - NGSL;284;65.41705406766720000000;348.10110890425900000000;0.9472;101,200;293;0.0004;0.68807123407864700000
within;1 - NGSL;285;65.40311967273520000000;346.98601182763300000000;0.9195;103,538;284;0.0004;0.68471747819316600000
process;1 - NGSL;286;65.39630082545190000000;346.44163739188500000000;0.8946;105,883;272;0.0004;0.68013806290737000000
public;1 - NGSL;287;65.35406302856190000000;343.08861193673600000000;0.9535;99,202;299;0.0004;0.69025980637346700000
often;1 - NGSL;288;65.32873743705700000000;341.09373584749000000000;0.9537;98,556;301;0.0004;0.69098031166835500000
train;1 - NGSL;289;65.28544435723650000000;337.71040040119800000000;0.9236;100,336;295;0.0004;0.68880496605844000000
possible;1 - NGSL;290;65.28166137176810000000;337.41636091045000000000;0.9560;97,292;303;0.0004;0.69169494006096900000
actually;1 - NGSL;291;65.27699481522570000000;337.05399690523900000000;0.8225;110,966;262;0.0004;0.67618298808274600000
rather;1 - NGSL;292;65.26567340040010000000;336.17649124595800000000;0.9710;95,625;308;0.0003;0.69345612487136700000
view;1 - NGSL;293;65.25795884448520000000;335.57985684674700000000;0.9707;95,493;310;0.0003;0.69415424823247200000
together;1 - NGSL;294;65.24063274224020000000;334.24373388064200000000;0.9933;93,211;314;0.0003;0.69553074081488900000
consider;1 - NGSL;295;65.23877292063610000000;334.10062807155400000000;0.9543;96,498;306;0.0004;0.69275707319360900000
price;1 - NGSL;296;65.14300343822110000000;326.81376772325700000000;0.8995;99,449;298;0.0004;0.68989724389876100000
parent;1 - NGSL;297;65.13585700380930000000;326.27642895925300000000;0.9242;96,866;305;0.0004;0.69240439327098500000
hard;1 - NGSL;298;65.12484144395300000000;325.44990147006700000000;0.9672;92,907;316;0.0003;0.69621087164496800000
party;1 - NGSL;299;65.07951099735750000000;322.07061289556600000000;0.9787;90,995;321;0.0003;0.69788912196134300000
local;1 - NGSL;300;65.06420295922230000000;320.93737484896400000000;0.9344;94,431;312;0.0003;0.69484728047114800000
control;1 - NGSL;301;65.05111442803370000000;319.97160724178900000000;0.9188;95,523;309;0.0003;0.69380524137376900000
already;1 - NGSL;302;65.02081159714670000000;317.74678112958700000000;0.9951;88,474;334;0.0003;0.70214354601333400000
concern;1 - NGSL;303;65.01554648468180000000;317.36179837844300000000;0.9763;89,863;327;0.0003;0.69986491969362900000
product;1 - NGSL;304;65.00552301720110000000;316.63017555365500000000;0.8486;101,223;292;0.0004;0.68770136933358000000
lose;1 - NGSL;305;64.99744294337130000000;316.04163095487900000000;0.9789;89,276;330;0.0003;0.70084606633530000000
story;1 - NGSL;306;64.98120753704750000000;314.86236536098500000000;0.9061;95,192;311;0.0003;0.69450215499939400000
almost;1 - NGSL;307;64.97797679008950000000;314.62822415057400000000;0.9797;88,802;332;0.0003;0.70149593915920800000
continue;1 - NGSL;308;64.96265251917360000000;313.52000104482300000000;0.9546;90,563;322;0.0003;0.69822011070548900000
stand;1 - NGSL;309;64.95486231718760000000;312.95812540057900000000;0.9277;92,618;317;0.0003;0.69654937098250400000
whole;1 - NGSL;310;64.95223430210490000000;312.76880457934200000000;0.9849;87,878;340;0.0003;0.70407473703402400000
yet;1 - NGSL;311;64.95011174332850000000;312.61598017189900000000;0.9700;89,012;331;0.0003;0.70117138650020100000
rate;1 - NGSL;312;64.93900582707660000000;311.81756996609400000000;0.8645;98,240;302;0.0004;0.69133935823510800000
care;1 - NGSL;313;64.93113015481500000000;311.25261974569800000000;0.9852;87,430;341;0.0003;0.70439427532119100000
expect;1 - NGSL;314;64.92951168014840000000;311.13664760095500000000;0.9910;86,945;346;0.0003;0.70598652477475800000
effect;1 - NGSL;315;64.92666810415390000000;310.93299520451800000000;0.8875;95,645;307;0.0003;0.69310663558038700000
sort;1 - NGSL;316;64.92468377783010000000;310.79095987593900000000;0.8017;104,635;278;0.0004;0.68243988617902200000
ever;1 - NGSL;317;64.92320927554420000000;310.68545906603000000000;0.9510;90,005;324;0.0003;0.69887905106331400000
anything;1 - NGSL;318;64.91615509594060000000;310.18122699160700000000;0.9056;93,793;313;0.0003;0.69519007418690000000
cause;1 - NGSL;319;64.89553649048940000000;308.71209788163000000000;0.9902;86,329;351;0.0003;0.70756817168261900000
fall;1 - NGSL;320;64.89340156248250000000;308.56037683490700000000;0.9811;86,981;345;0.0003;0.70566875906072700000
deal;1 - NGSL;321;64.89328358662230000000;308.55199492287300000000;0.9775;87,275;342;0.0003;0.70471324711591200000
water;1 - NGSL;322;64.87098497132920000000;306.97181154692100000000;0.9799;86,628;348;0.0003;0.70661992180547600000
send;1 - NGSL;323;64.86384216329170000000;306.46735231648100000000;0.9708;87,203;344;0.0003;0.70535086177425700000
allow;1 - NGSL;324;64.84249515556120000000;304.96466023042300000000;0.9735;86,567;349;0.0003;0.70693630600889800000
soon;1 - NGSL;325;64.83583789177390000000;304.49754056695800000000;0.8231;99,740;296;0.0004;0.68916949481015000000
watch;1 - NGSL;326;64.80498676118740000000;302.34213540530800000000;0.9021;91,658;319;0.0003;0.69722211913684000000
base;1 - NGSL;327;64.77548447213690000000;300.29523930240600000000;0.9159;89,921;326;0.0003;0.69953648930246200000
probably;1 - NGSL;328;64.75240523456830000000;298.70364585421000000000;0.9296;88,307;336;0.0003;0.70278930719852500000
suggest;1 - NGSL;329;64.73639683254090000000;297.60462984101300000000;0.9299;87,885;338;0.0003;0.70343238211308700000
past;1 - NGSL;330;64.73435784034020000000;297.46493865941400000000;0.9929;82,989;362;0.0003;0.71097352223812200000
power;1 - NGSL;331;64.71799323777270000000;296.34617342561800000000;0.9513;85,834;352;0.0003;0.70788187692499100000
test;1 - NGSL;332;64.70916796403150000000;295.74458148612600000000;0.9180;88,382;335;0.0003;0.70246656366055300000
visit;1 - NGSL;333;64.70336764930840000000;295.34985700681400000000;0.8692;92,415;318;0.0003;0.69688712839767600000
center;1 - NGSL;334;64.69622304228830000000;294.86437446372800000000;0.9002;89,563;329;0.0003;0.70051978130584700000
grow;1 - NGSL;335;64.68773688457230000000;294.28876907240100000000;0.9883;82,437;365;0.0003;0.71187939117076000000
nothing;1 - NGSL;336;64.68026875382810000000;293.78314477363700000000;0.9163;87,879;339;0.0003;0.70375356140095000000
return;1 - NGSL;337;64.68009410125900000000;293.77133045146100000000;0.9314;86,678;347;0.0003;0.70630331465986600000
mother;1 - NGSL;338;64.67117381746450000000;293.16855184180100000000;0.9438;85,463;355;0.0003;0.70882058049073000000
walk;1 - NGSL;339;64.63433956261700000000;290.69258657554400000000;0.9330;85,602;354;0.0003;0.70850823117543600000
matter;1 - NGSL;340;64.62761061821930000000;290.24253718195500000000;0.9933;80,940;372;0.0003;0.71396625797026600000
mind;1 - NGSL;341;64.61761437762460000000;289.57524853683000000000;0.9493;84,001;360;0.0003;0.71036424682121200000
value;1 - NGSL;342;64.61115687777470000000;289.14500069927500000000;0.8420;93,186;315;0.0003;0.69587131607313000000
office;1 - NGSL;343;64.59153309205810000000;287.84143372368700000000;0.9577;82,875;363;0.0003;0.71127641295697000000
record;1 - NGSL;344;64.58621314569990000000;287.48905451091000000000;0.9372;84,381;359;0.0003;0.71005724080885600000
stay;1 - NGSL;345;64.57119189382610000000;286.49641333674600000000;0.9321;84,446;358;0.0003;0.70974884597631100000
force;1 - NGSL;346;64.56594552388370000000;286.15052852089100000000;0.9558;82,546;364;0.0003;0.71157810124991900000
stop;1 - NGSL;347;64.54533416321470000000;284.79569247237500000000;0.9579;81,983;368;0.0003;0.71277997527710000000
several;1 - NGSL;348;64.54226230228290000000;284.59432140521100000000;0.9656;81,351;369;0.0003;0.71307729609603300000
light;1 - NGSL;349;64.52885703904860000000;283.71722531585000000000;0.9516;82,120;367;0.0003;0.71248034463090600000
develop;1 - NGSL;350;64.50873940246870000000;282.40601348989100000000;0.9150;84,615;357;0.0003;0.70944021358241700000
remember;1 - NGSL;351;64.50362807361070000000;282.07383774962800000000;0.9250;83,717;361;0.0003;0.71067021487321600000
bit;1 - NGSL;352;64.49471114393090000000;281.49527819837500000000;0.8466;90,290;323;0.0003;0.69855010169197200000
share;1 - NGSL;353;64.47955639360710000000;280.51470939611300000000;0.7381;101,609;290;0.0004;0.68696097101687900000
real;1 - NGSL;354;64.46506287683250000000;279.58012046899800000000;0.9816;78,786;381;0.0003;0.71657909655887100000
answer;1 - NGSL;355;64.45661213976720000000;279.03662729066000000000;0.9827;78,554;384;0.0003;0.71744098740378800000
sit;1 - NGSL;356;64.44318034087380000000;278.17495988225800000000;0.8846;85,777;353;0.0003;0.70819537384433600000
figure;1 - NGSL;357;64.43432733758870000000;277.60848354515400000000;0.9719;78,904;380;0.0003;0.71629115027621400000
letter;1 - NGSL;358;64.42518370344870000000;277.02462161120600000000;0.8358;89,616;328;0.0003;0.70019244735167200000
decide;1 - NGSL;359;64.41167962873820000000;276.16457129024600000000;0.9645;79,021;378;0.0003;0.71571411741642900000
language;1 - NGSL;360;64.39322180741570000000;274.99334307821600000000;0.8552;87,257;343;0.0003;0.70503215312441400000
subject;1 - NGSL;361;64.35432695051570000000;272.54153339458600000000;0.8748;84,925;356;0.0003;0.70913096352901900000
class;1 - NGSL;362;64.34803489141380000000;272.14696107756700000000;0.9204;81,129;371;0.0003;0.71367043927001100000
development;1 - NGSL;363;64.31387524342580000000;270.01477206211400000000;0.8223;88,720;333;0.0003;0.70182019212543800000
town;1 - NGSL;364;64.30540523361780000000;269.48867764317900000000;0.8944;82,309;366;0.0003;0.71218021327848500000
half;1 - NGSL;365;64.29289194208550000000;268.71331966409200000000;0.9814;75,739;400;0.0003;0.72193120023076100000
minute;1 - NGSL;366;64.27978327766890000000;267.90346318660700000000;0.9657;76,588;393;0.0003;0.71998346397587200000
food;1 - NGSL;367;64.27917777832430000000;267.86611432068400000000;0.9113;80,494;373;0.0003;0.71426044663419300000
break;1 - NGSL;368;64.27643560142300000000;267.69703447875100000000;0.9818;75,417;403;0.0003;0.72275881280053900000
clear;1 - NGSL;369;64.25142439613320000000;266.15978657453100000000;0.9905;74,413;412;0.0003;0.72522415868507400000
future;1 - NGSL;370;64.24291639232640000000;265.63887923922300000000;0.9278;78,663;382;0.0003;0.71686659330236200000
either;1 - NGSL;371;64.24240179305130000000;265.60740532417200000000;0.9790;75,022;407;0.0003;0.72385874742584900000
ago;1 - NGSL;372;64.23628022940310000000;265.23328423058600000000;0.9414;77,551;388;0.0003;0.71858028411708600000
per;1 - NGSL;373;64.23607160458540000000;265.22054335571400000000;0.8291;86,558;350;0.0003;0.70725265731921000000
remain;1 - NGSL;374;64.23591240155560000000;265.21082111840200000000;0.9399;77,614;387;0.0003;0.71829685150004300000
top;1 - NGSL;375;64.23218564007080000000;264.98333641311100000000;0.9567;76,377;396;0.0003;0.72082177046110600000
among;1 - NGSL;376;64.22864294180230000000;264.76726799374100000000;0.9319;78,060;386;0.0003;0.71801318863123200000
win;1 - NGSL;377;64.21462901363160000000;263.91428698469900000000;0.9137;79,220;377;0.0003;0.71542531225812900000
color;1 - NGSL;378;64.20415431962440000000;263.27852243844500000000;0.7671;91,506;320;0.0003;0.69755655434792900000
involve;1 - NGSL;379;64.15698157715290000000;260.43428568607900000000;0.9448;75,907;398;0.0003;0.72137699518913400000
reach;1 - NGSL;380;64.15337674661830000000;260.21820374602500000000;0.9627;74,573;411;0.0003;0.72495219479896100000
social;1 - NGSL;381;64.15107892756410000000;260.08056069082600000000;0.8812;80,476;374;0.0003;0.71455456951190200000
period;1 - NGSL;382;64.12826137721640000000;258.71769762874100000000;0.8684;81,163;370;0.0003;0.71337392981445200000
across;1 - NGSL;383;64.12030640757750000000;258.24423831409800000000;0.9449;75,239;406;0.0003;0.72358455777264300000
note;1 - NGSL;384;64.11854903167540000000;258.13976072785600000000;0.9256;76,560;394;0.0003;0.72026327469605400000
history;1 - NGSL;385;64.11629355791170000000;258.00573270757700000000;0.9392;75,562;401;0.0003;0.72220736347055100000
create;1 - NGSL;386;64.11494829307760000000;257.92582557019500000000;0.9404;75,467;402;0.0003;0.72248317950529500000
